Age,Attrition,BusinessTravel,DailyRate,Department,EducationField,Gender,HourlyRate,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,TotalWorkingYears
41,No,Travel_Rarely,918,Sales,Marketing,Male,35,Sales Executive,3,Single,9241,15869,1,No,10
29,No,Travel_Rarely,1082,Research & Development,Medical,Female,43,Laboratory Technician,3,Married,2974,25412,9,No,9
36,No,Travel_Rarely,530,Sales,Life Sciences,Female,51,Sales Representative,4,Single,4502,7439,3,No,17
45,No,Non-Travel,1238,Research & Development,Life Sciences,Male,74,Healthcare Representative,3,Married,10748,3395,3,No,25
24,Yes,Travel_Rarely,240,Human Resources,Human Resources,Male,58,Human Resources,3,Married,1555,11585,1,No,1
47,Yes,Travel_Frequently,1093,Sales,Life Sciences,Male,82,Sales Executive,3,Married,12936,24164,7,No,25
26,No,Travel_Rarely,390,Research & Development,Medical,Male,62,Laboratory Technician,3,Married,2305,6217,1,No,3
45,No,Travel_Rarely,1005,Research & Development,Technical Degree,Female,48,Research Director,2,Single,16704,17119,1,No,21
32,No,Travel_Frequently,585,Research & Development,Life Sciences,Male,56,Research Scientist,3,Married,3433,17360,6,No,10
31,No,Travel_Rarely,741,Research & Development,Life Sciences,Male,69,Laboratory Technician,3,Married,3477,18103,1,No,6
41,No,Non-Travel,552,Human Resources,Human Resources,Male,60,Human Resources,2,Married,6430,20794,6,No,10
40,No,Travel_Rarely,369,Research & Development,Life Sciences,Female,92,Manufacturing Director,1,Married,6516,5041,2,Yes,18
24,No,Travel_Rarely,506,Research & Development,Medical,Male,91,Laboratory Technician,1,Divorced,3907,3622,1,No,6
46,No,Travel_Rarely,717,Research & Development,Life Sciences,Male,34,Healthcare Representative,2,Single,5562,9697,6,No,19
35,No,Travel_Rarely,1370,Research & Development,Life Sciences,Male,49,Manufacturing Director,3,Married,6883,5151,2,No,17
30,No,Travel_Rarely,793,Research & Development,Life Sciences,Male,33,Research Scientist,4,Married,2862,3811,1,No,10
47,No,Non-Travel,543,Sales,Marketing,Male,87,Sales Executive,2,Married,4978,3536,7,No,4
46,No,Travel_Rarely,1277,Sales,Life Sciences,Male,74,Sales Executive,4,Divorced,10368,5596,4,Yes,13
36,Yes,Travel_Rarely,1456,Sales,Marketing,Male,96,Sales Executive,1,Divorced,6134,8658,5,Yes,16
32,Yes,Travel_Rarely,964,Sales,Life Sciences,Male,34,Sales Executive,2,Single,6735,12147,6,No,10
23,No,Travel_Rarely,160,Research & Development,Medical,Female,51,Laboratory Technician,2,Single,3295,12862,1,No,3
31,No,Travel_Frequently,163,Research & Development,Technical Degree,Female,30,Manufacturing Director,4,Single,5238,6670,2,No,9
39,No,Non-Travel,792,Research & Development,Life Sciences,Male,77,Laboratory Technician,4,Married,6472,8989,1,Yes,9
32,No,Travel_Rarely,371,Sales,Life Sciences,Male,80,Sales Executive,3,Married,9610,3840,3,No,10
40,No,Travel_Rarely,611,Sales,Medical,Male,88,Manager,2,Single,19833,4349,1,No,21
45,No,Travel_Rarely,176,Human Resources,Life Sciences,Female,56,Human Resources,3,Married,9756,6595,4,No,9
30,No,Travel_Frequently,1312,Research & Development,Technical Degree,Female,78,Research Scientist,1,Single,4968,26427,0,No,10
24,No,Travel_Frequently,897,Human Resources,Medical,Male,59,Human Resources,4,Married,2145,2097,0,No,3
30,Yes,Travel_Frequently,600,Human Resources,Human Resources,Female,66,Human Resources,4,Divorced,2180,9732,6,No,6
31,No,Travel_Rarely,1003,Sales,Technical Degree,Male,51,Sales Executive,3,Married,8346,20943,1,No,6
27,No,Travel_Rarely,1054,Research & Development,Medical,Female,67,Research Scientist,4,Single,3445,6152,1,No,6
29,Yes,Travel_Rarely,428,Sales,Marketing,Female,52,Sales Representative,2,Single,2760,14630,1,No,2
29,No,Travel_Frequently,461,Research & Development,Life Sciences,Male,70,Healthcare Representative,3,Single,6294,23060,8,Yes,10
30,No,Travel_Rarely,979,Sales,Marketing,Male,94,Sales Executive,1,Divorced,7140,3088,2,No,12
34,No,Travel_Rarely,181,Research & Development,Medical,Male,97,Research Scientist,4,Married,2932,5586,0,Yes,6
33,No,Non-Travel,1283,Sales,Marketing,Female,62,Sales Executive,2,Single,5147,10697,8,No,13
49,No,Travel_Rarely,1313,Sales,Marketing,Female,80,Sales Executive,4,Single,4507,8191,3,No,8
33,Yes,Travel_Rarely,211,Sales,Life Sciences,Female,74,Sales Executive,1,Single,8564,10092,2,Yes,11
38,No,Travel_Frequently,594,Research & Development,Medical,Female,75,Laboratory Technician,2,Married,2468,15963,4,No,9
31,Yes,Travel_Rarely,1079,Sales,Marketing,Male,70,Sales Executive,3,Married,8161,19002,2,No,10
29,No,Travel_Rarely,590,Research & Development,Technical Degree,Female,91,Research Scientist,1,Divorced,2109,10007,1,No,1
30,No,Travel_Rarely,305,Research & Development,Life Sciences,Male,58,Healthcare Representative,3,Married,5294,9128,3,No,10
32,No,Non-Travel,953,Research & Development,Technical Degree,Male,65,Research Scientist,2,Single,2718,17674,2,No,12
38,No,Travel_Rarely,833,Research & Development,Medical,Male,60,Healthcare Representative,4,Married,5811,24539,3,Yes,15
43,Yes,Travel_Frequently,807,Research & Development,Technical Degree,Male,38,Research Scientist,3,Married,2437,15587,9,Yes,6
42,No,Travel_Rarely,855,Research & Development,Medical,Male,57,Laboratory Technician,2,Divorced,2766,8952,8,No,7
55,No,Travel_Rarely,478,Research & Development,Medical,Male,60,Research Director,1,Married,19038,19805,8,No,34
33,No,Non-Travel,775,Research & Development,Technical Degree,Male,90,Research Scientist,2,Divorced,3055,6194,5,No,11
41,No,Travel_Rarely,548,Research & Development,Life Sciences,Male,94,Laboratory Technician,1,Divorced,2289,20520,1,No,5
34,No,Non-Travel,1375,Sales,Life Sciences,Male,87,Sales Executive,3,Divorced,4001,12313,1,Yes,15
53,No,Non-Travel,661,Research & Development,Medical,Female,60,Manufacturing Director,3,Married,12965,22308,4,Yes,27
43,No,Travel_Rarely,244,Human Resources,Life Sciences,Male,97,Human Resources,4,Single,3539,5033,0,No,10
34,No,Travel_Rarely,511,Sales,Life Sciences,Female,32,Sales Executive,4,Single,6029,25353,5,No,6
21,Yes,Travel_Rarely,337,Sales,Marketing,Male,31,Sales Representative,2,Single,2679,4567,1,No,1
38,No,Travel_Rarely,1153,Research & Development,Other,Female,40,Laboratory Technician,3,Married,3702,16376,1,No,5
22,Yes,Travel_Rarely,1294,Research & Development,Medical,Female,79,Laboratory Technician,1,Married,2398,15999,1,Yes,1
31,No,Travel_Rarely,196,Sales,Marketing,Female,91,Sales Executive,4,Married,5468,13402,1,No,13
51,No,Travel_Rarely,942,Research & Development,Technical Degree,Female,53,Manager,3,Married,13116,22984,2,No,15
37,No,Travel_Rarely,589,Sales,Marketing,Male,46,Sales Executive,2,Married,4189,8800,1,No,5
46,No,Travel_Rarely,734,Research & Development,Medical,Male,46,Research Director,4,Divorced,19328,14218,7,Yes,24
36,No,Travel_Rarely,1383,Research & Development,Life Sciences,Male,90,Healthcare Representative,1,Married,8321,25949,7,Yes,15
44,Yes,Travel_Frequently,429,Research & Development,Medical,Male,99,Research Scientist,2,Divorced,2342,11092,1,Yes,6
37,No,Travel_Rarely,1239,Human Resources,Other,Male,89,Human Resources,2,Divorced,4071,12832,2,No,19
35,Yes,Travel_Rarely,303,Sales,Life Sciences,Male,84,Sales Executive,4,Single,5813,13492,1,Yes,10
33,No,Travel_Rarely,867,Research & Development,Life Sciences,Male,90,Research Scientist,1,Married,3143,6076,6,No,14
28,No,Travel_Rarely,1181,Research & Development,Life Sciences,Male,82,Research Scientist,4,Married,2044,5531,1,No,5
39,No,Travel_Rarely,1253,Research & Development,Medical,Male,65,Research Director,3,Single,13464,7914,7,No,9
46,No,Non-Travel,849,Sales,Life Sciences,Male,98,Sales Executive,2,Single,7991,25166,8,No,6
40,No,Travel_Rarely,616,Research & Development,Life Sciences,Female,99,Laboratory Technician,1,Married,3377,25605,4,No,7
42,No,Travel_Rarely,1128,Research & Development,Medical,Male,95,Healthcare Representative,1,Married,5538,5696,5,No,10
35,No,Non-Travel,1180,Research & Development,Medical,Male,90,Manufacturing Director,4,Divorced,5762,24442,2,No,15
38,No,Non-Travel,1336,Human Resources,Human Resources,Male,100,Human Resources,2,Divorced,2592,7129,5,No,13
34,Yes,Travel_Frequently,234,Research & Development,Life Sciences,Male,93,Laboratory Technician,1,Married,5346,6208,4,No,11
37,Yes,Travel_Rarely,370,Research & Development,Medical,Male,58,Manufacturing Director,1,Single,4213,4992,1,No,10
39,No,Travel_Frequently,766,Sales,Life Sciences,Male,83,Sales Executive,4,Divorced,4127,19188,2,No,7
43,No,Non-Travel,343,Research & Development,Life Sciences,Male,52,Research Scientist,3,Single,2438,24978,4,No,7
41,No,Travel_Rarely,447,Research & Development,Life Sciences,Male,85,Healthcare Representative,2,Single,6870,15530,3,No,11
41,No,Travel_Rarely,796,Sales,Marketing,Female,81,Sales Executive,3,Divorced,10447,26458,0,Yes,23
30,No,Travel_Rarely,1092,Research & Development,Medical,Female,64,Manufacturing Director,3,Single,9667,2739,9,No,9
26,Yes,Travel_Rarely,920,Human Resources,Medical,Female,69,Human Resources,2,Married,2148,6889,0,Yes,6
46,Yes,Travel_Rarely,261,Research & Development,Medical,Female,66,Healthcare Representative,2,Married,8926,10842,4,No,13
40,No,Travel_Rarely,1194,Research & Development,Life Sciences,Female,52,Healthcare Representative,4,Divorced,6513,9060,4,No,12
34,No,Travel_Rarely,810,Sales,Technical Degree,Male,92,Sales Executive,3,Married,6799,22128,1,No,10
58,No,Non-Travel,350,Sales,Medical,Male,52,Manager,2,Divorced,16291,22577,4,No,37
35,No,Travel_Rarely,185,Research & Development,Medical,Male,91,Laboratory Technician,3,Married,2705,9696,0,No,6
47,No,Travel_Rarely,1001,Research & Development,Life Sciences,Female,92,Manufacturing Director,2,Divorced,10333,19271,8,Yes,28
40,No,Travel_Rarely,750,Research & Development,Life Sciences,Female,47,Healthcare Representative,1,Divorced,4448,10748,2,No,15
54,No,Travel_Rarely,431,Research & Development,Medical,Female,68,Research Scientist,4,Married,6854,15696,4,No,14
31,No,Travel_Frequently,1125,Sales,Marketing,Female,68,Sales Executive,1,Married,9637,8277,2,No,9
28,No,Travel_Rarely,1217,Research & Development,Medical,Female,67,Research Scientist,1,Married,3591,12719,1,No,3
38,No,Travel_Rarely,723,Sales,Marketing,Female,77,Sales Representative,4,Married,5405,4244,2,Yes,20
26,No,Travel_Rarely,572,Sales,Medical,Male,46,Sales Executive,4,Single,4684,9125,1,No,5
58,No,Travel_Frequently,1216,Research & Development,Life Sciences,Male,87,Research Director,3,Married,15787,21624,2,Yes,23
18,No,Non-Travel,1431,Research & Development,Medical,Female,33,Research Scientist,3,Single,1514,8018,1,No,0
31,Yes,Travel_Rarely,359,Human Resources,Human Resources,Male,89,Human Resources,1,Married,2956,21495,0,No,2
29,Yes,Travel_Rarely,350,Human Resources,Human Resources,Male,56,Human Resources,1,Divorced,2335,3157,4,Yes,4
45,No,Non-Travel,589,Sales,Life Sciences,Female,67,Sales Executive,3,Married,5154,19665,4,No,10
36,No,Travel_Rarely,430,Research & Development,Other,Female,73,Research Scientist,2,Married,6962,19573,4,Yes,15
43,No,Travel_Frequently,1422,Sales,Life Sciences,Male,92,Sales Executive,4,Married,5675,19246,1,No,7
27,No,Travel_Frequently,1297,Research & Development,Life Sciences,Female,53,Laboratory Technician,4,Single,2379,19826,0,Yes,6
29,No,Travel_Frequently,574,Research & Development,Medical,Male,40,Laboratory Technician,4,Married,3812,7003,1,No,11
32,No,Travel_Frequently,1318,Sales,Marketing,Male,79,Sales Executive,4,Single,4648,26075,8,No,4
42,No,Non-Travel,355,Research & Development,Technical Degree,Male,38,Research Scientist,3,Married,2936,6161,3,No,10
47,No,Travel_Rarely,207,Research & Development,Life Sciences,Female,64,Laboratory Technician,3,Single,2105,5411,4,No,7
46,No,Travel_Rarely,706,Research & Development,Life Sciences,Male,82,Manufacturing Director,4,Divorced,8578,19989,3,No,12
28,No,Non-Travel,280,Human Resources,Life Sciences,Male,43,Human Resources,4,Divorced,2706,10494,1,No,3
29,No,Travel_Rarely,726,Research & Development,Life Sciences,Male,93,Healthcare Representative,3,Divorced,6384,21143,8,No,11
42,No,Travel_Rarely,1142,Research & Development,Life Sciences,Male,81,Laboratory Technician,3,Single,3968,13624,4,No,8
32,Yes,Travel_Rarely,414,Sales,Marketing,Male,82,Sales Executive,2,Single,9907,26186,7,Yes,7
46,No,Travel_Rarely,1319,Sales,Technical Degree,Female,45,Sales Executive,1,Divorced,13225,7739,2,No,25
27,No,Travel_Rarely,728,Sales,Medical,Female,36,Sales Representative,3,Married,3540,7018,1,No,9
29,No,Travel_Rarely,352,Human Resources,Medical,Male,87,Human Resources,2,Married,2804,15434,1,No,1
43,No,Travel_Rarely,823,Research & Development,Medical,Female,81,Manager,3,Married,19392,22539,7,No,21
48,No,Travel_Rarely,1224,Research & Development,Life Sciences,Male,91,Research Director,2,Married,19665,13583,4,No,29
29,Yes,Travel_Frequently,459,Research & Development,Life Sciences,Male,73,Research Scientist,4,Single,2439,14753,1,Yes,1
46,Yes,Travel_Rarely,1254,Sales,Life Sciences,Female,64,Sales Executive,2,Married,7314,14011,5,No,14
27,No,Travel_Frequently,1131,Research & Development,Life Sciences,Female,77,Research Scientist,1,Married,4774,23844,0,No,8
39,No,Travel_Rarely,835,Research & Development,Other,Male,41,Research Scientist,4,Divorced,3902,5141,8,No,7
55,No,Travel_Rarely,836,Research & Development,Technical Degree,Male,98,Research Scientist,4,Married,2662,7975,8,No,19
28,No,Travel_Rarely,1172,Sales,Medical,Female,78,Sales Representative,2,Married,2856,3692,1,No,1
30,Yes,Travel_Rarely,945,Sales,Medical,Male,89,Sales Representative,4,Single,1081,16019,1,No,1
22,Yes,Travel_Rarely,391,Research & Development,Life Sciences,Male,75,Research Scientist,2,Single,2472,26092,1,Yes,1
36,No,Travel_Rarely,1266,Sales,Technical Degree,Female,63,Sales Executive,3,Married,5673,6060,1,Yes,10
31,No,Travel_Rarely,311,Research & Development,Life Sciences,Male,89,Laboratory Technician,3,Divorced,4197,18624,1,No,10
34,No,Travel_Rarely,1480,Sales,Life Sciences,Male,64,Sales Executive,4,Married,9713,24444,2,Yes,9
29,No,Travel_Rarely,592,Research & Development,Life Sciences,Male,59,Laboratory Technician,1,Single,2062,19384,3,No,11
37,No,Travel_Rarely,783,Research & Development,Medical,Male,78,Research Scientist,1,Married,4284,13588,5,Yes,16
35,No,Travel_Rarely,219,Research & Development,Other,Female,44,Manufacturing Director,2,Married,4788,25388,0,Yes,4
45,No,Travel_Rarely,556,Research & Development,Life Sciences,Female,93,Manufacturing Director,4,Married,5906,23888,0,No,10
36,No,Travel_Frequently,1213,Human Resources,Human Resources,Male,94,Human Resources,4,Single,3886,4223,1,No,10
40,No,Travel_Rarely,1137,Research & Development,Life Sciences,Male,98,Manager,1,Divorced,16823,18991,2,No,22
26,No,Travel_Rarely,482,Research & Development,Life Sciences,Female,90,Research Scientist,3,Married,2933,14908,1,Yes,1
27,No,Travel_Rarely,511,Sales,Medical,Female,89,Sales Executive,3,Single,6500,26997,0,No,9
48,No,Travel_Frequently,117,Research & Development,Medical,Female,58,Manager,4,Divorced,17174,2437,3,No,24
44,No,Travel_Rarely,170,Research & Development,Life Sciences,Male,78,Healthcare Representative,1,Married,5033,9364,2,No,10
34,Yes,Non-Travel,967,Research & Development,Technical Degree,Male,85,Research Scientist,1,Married,2307,14460,1,Yes,5
56,Yes,Travel_Rarely,1162,Research & Development,Life Sciences,Male,97,Laboratory Technician,4,Single,2587,10261,1,No,5
36,No,Travel_Rarely,335,Sales,Marketing,Male,33,Sales Executive,2,Married,5507,16822,2,No,12
41,No,Travel_Rarely,337,Sales,Marketing,Female,54,Sales Executive,2,Married,4393,26841,5,No,14
42,No,Travel_Rarely,1396,Research & Development,Medical,Male,83,Research Director,1,Married,13348,14842,9,No,18
31,No,Travel_Rarely,1079,Sales,Medical,Female,86,Sales Executive,4,Divorced,6583,20115,2,Yes,8
34,No,Travel_Rarely,735,Sales,Medical,Female,75,Sales Executive,4,Married,8103,16495,3,Yes,9
31,No,Travel_Rarely,471,Research & Development,Medical,Female,62,Laboratory Technician,3,Divorced,3978,16031,8,No,4
26,No,Travel_Frequently,1096,Research & Development,Other,Male,61,Laboratory Technician,4,Married,2544,7102,0,No,8
45,No,Travel_Frequently,1297,Research & Development,Medical,Male,44,Healthcare Representative,3,Single,5399,14511,4,No,12
33,No,Travel_Rarely,217,Sales,Marketing,Male,43,Sales Executive,3,Single,5487,10410,1,No,10
28,No,Travel_Frequently,783,Sales,Life Sciences,Male,42,Sales Executive,4,Married,6834,19255,1,Yes,7
29,Yes,Travel_Frequently,746,Sales,Technical Degree,Male,45,Sales Representative,1,Single,1091,10642,1,No,1
39,No,Non-Travel,1251,Sales,Life Sciences,Female,32,Sales Executive,3,Married,5736,3987,6,No,10
27,No,Travel_Rarely,1354,Research & Development,Technical Degree,Male,41,Research Scientist,2,Married,2226,6073,1,No,6
34,No,Travel_Frequently,735,Research & Development,Other,Male,86,Research Scientist,4,Married,5747,26496,1,Yes,16
28,Yes,Travel_Rarely,1475,Sales,Marketing,Female,84,Sales Executive,3,Single,9854,23352,3,Yes,6
47,No,Non-Travel,1169,Research & Development,Technical Degree,Male,64,Research Scientist,2,Married,5467,2125,8,No,16
56,No,Travel_Rarely,1443,Sales,Marketing,Female,89,Sales Executive,1,Married,5380,20328,4,No,6
39,No,Travel_Rarely,867,Research & Development,Medical,Male,87,Manufacturing Director,1,Married,5151,12315,1,No,10
38,No,Travel_Frequently,1394,Research & Development,Medical,Female,58,Research Scientist,2,Divorced,2133,18115,1,Yes,20
58,No,Travel_Rarely,605,Sales,Life Sciences,Female,72,Manager,4,Married,17875,11761,4,Yes,29
32,Yes,Travel_Frequently,238,Research & Development,Life Sciences,Female,47,Research Scientist,3,Single,2432,15318,3,Yes,8
38,No,Travel_Rarely,1206,Research & Development,Life Sciences,Male,71,Research Scientist,4,Divorced,4771,14293,2,No,10
49,No,Travel_Frequently,1064,Research & Development,Life Sciences,Male,42,Research Director,4,Married,19161,13738,3,No,28
42,No,Travel_Rarely,419,Sales,Marketing,Male,77,Sales Executive,4,Divorced,5087,2900,3,Yes,14
27,Yes,Travel_Frequently,1337,Human Resources,Human Resources,Female,58,Human Resources,2,Married,2863,19555,1,No,1
35,No,Travel_Rarely,682,Sales,Medical,Male,71,Sales Executive,1,Married,5561,15975,0,No,6
28,No,Non-Travel,1103,Research & Development,Medical,Male,49,Research Scientist,3,Single,2144,2122,1,No,5
31,No,Non-Travel,976,Research & Development,Medical,Male,48,Research Scientist,1,Divorced,3065,3995,1,Yes,4
36,No,Non-Travel,1351,Research & Development,Life Sciences,Male,66,Laboratory Technician,2,Married,2810,9238,1,No,5
34,No,Travel_Rarely,937,Sales,Marketing,Male,32,Sales Executive,4,Single,9888,6770,1,No,14
34,No,Travel_Rarely,1239,Sales,Medical,Male,39,Sales Executive,3,Divorced,8628,22914,1,No,9
26,No,Travel_Rarely,157,Research & Development,Medical,Male,95,Laboratory Technician,1,Single,2867,20006,0,No,8
29,No,Travel_Rarely,136,Research & Development,Life Sciences,Male,89,Healthcare Representative,1,Married,5373,6225,0,No,6
32,No,Non-Travel,1146,Research & Development,Medical,Female,34,Healthcare Representative,4,Divorced,6667,16542,5,No,9
31,No,Travel_Frequently,1125,Research & Development,Life Sciences,Male,48,Research Scientist,1,Married,5003,5771,1,No,10
28,Yes,Travel_Rarely,1404,Research & Development,Technical Degree,Male,32,Laboratory Technician,4,Divorced,2367,18779,5,No,6
38,No,Travel_Rarely,1404,Sales,Life Sciences,Male,59,Sales Representative,1,Single,2858,11473,4,No,20
35,No,Travel_Rarely,1224,Sales,Life Sciences,Female,55,Sales Executive,4,Married,5204,13586,1,Yes,10
27,No,Travel_Rarely,954,Sales,Marketing,Male,44,Sales Executive,4,Single,4105,5099,1,No,7
32,No,Travel_Rarely,1373,Research & Development,Life Sciences,Male,56,Manufacturing Director,4,Single,9679,10138,8,No,8
31,Yes,Travel_Frequently,754,Sales,Marketing,Male,63,Sales Executive,4,Married,5617,21075,1,Yes,10
53,Yes,Travel_Rarely,1168,Sales,Life Sciences,Male,66,Sales Executive,1,Single,10448,5843,6,Yes,15
54,No,Travel_Rarely,155,Research & Development,Life Sciences,Female,67,Research Scientist,3,Married,2897,22474,3,No,9
33,No,Travel_Frequently,1303,Research & Development,Life Sciences,Male,36,Healthcare Representative,3,Divorced,5968,18079,1,No,9
43,No,Travel_Rarely,574,Research & Development,Life Sciences,Male,30,Healthcare Representative,3,Married,7510,16873,1,No,10
38,No,Travel_Frequently,1444,Human Resources,Other,Male,88,Human Resources,2,Married,2991,5224,0,Yes,7
55,No,Travel_Rarely,189,Human Resources,Human Resources,Male,71,Manager,2,Married,19636,25811,4,Yes,35
31,No,Travel_Rarely,1276,Research & Development,Medical,Female,59,Laboratory Technician,4,Divorced,1129,17536,1,Yes,1
39,No,Travel_Rarely,119,Sales,Marketing,Male,77,Sales Executive,1,Single,13341,25098,0,No,21
42,No,Non-Travel,335,Research & Development,Life Sciences,Male,37,Research Scientist,3,Single,4332,14811,1,No,20
31,No,Non-Travel,697,Research & Development,Medical,Female,40,Research Director,3,Married,11031,26862,4,No,13
54,No,Travel_Rarely,157,Research & Development,Medical,Female,77,Manufacturing Director,1,Single,4440,25198,6,Yes,9
24,No,Travel_Rarely,771,Research & Development,Life Sciences,Male,45,Healthcare Representative,3,Single,4617,14120,1,No,4
23,No,Travel_Rarely,571,Research & Development,Other,Male,78,Laboratory Technician,4,Single,2647,13672,1,No,5
40,No,Travel_Frequently,692,Research & Development,Technical Degree,Female,73,Laboratory Technician,3,Married,6323,26849,1,No,10
40,No,Travel_Rarely,444,Sales,Marketing,Female,92,Sales Executive,2,Married,5677,4258,3,No,15
25,No,Travel_Rarely,309,Human Resources,Human Resources,Female,82,Human Resources,2,Married,2187,19655,4,No,6
30,No,Travel_Rarely,911,Research & Development,Medical,Male,76,Laboratory Technician,2,Married,3748,4077,1,No,12
25,No,Travel_Rarely,977,Research & Development,Other,Male,57,Laboratory Technician,3,Divorced,3977,7298,6,Yes,7
47,No,Travel_Rarely,1180,Research & Development,Medical,Male,84,Healthcare Representative,3,Single,8633,13084,2,No,25
33,No,Non-Travel,1313,Research & Development,Medical,Male,59,Laboratory Technician,3,Divorced,2008,20439,1,No,1
38,No,Travel_Rarely,1321,Sales,Life Sciences,Male,86,Sales Executive,2,Married,4440,7636,0,No,16
31,No,Travel_Rarely,1154,Sales,Life Sciences,Male,54,Sales Representative,3,Married,3067,6393,0,No,3
38,No,Travel_Frequently,508,Research & Development,Life Sciences,Male,72,Manufacturing Director,3,Married,5321,14284,2,No,10
42,No,Travel_Rarely,557,Research & Development,Life Sciences,Male,35,Research Scientist,1,Divorced,5410,11189,6,Yes,9
41,No,Travel_Rarely,642,Research & Development,Life Sciences,Male,76,Research Scientist,4,Married,2782,21412,3,No,12
47,No,Non-Travel,1162,Research & Development,Medical,Female,98,Research Director,2,Married,11957,17231,0,No,14
35,No,Travel_Rarely,1490,Research & Development,Medical,Male,43,Laboratory Technician,3,Married,2660,20232,7,Yes,5
22,No,Travel_Rarely,581,Research & Development,Life Sciences,Male,63,Research Scientist,3,Single,3375,17624,0,No,4
35,No,Travel_Rarely,1395,Research & Development,Medical,Male,48,Research Scientist,3,Single,5098,18698,1,No,10
33,No,Travel_Rarely,501,Research & Development,Medical,Female,95,Healthcare Representative,4,Married,4878,21653,0,Yes,10
32,No,Travel_Rarely,267,Research & Development,Life Sciences,Female,49,Laboratory Technician,2,Single,2837,15919,1,No,6
40,No,Travel_Rarely,543,Research & Development,Life Sciences,Male,83,Laboratory Technician,4,Married,2406,4060,8,No,8
32,No,Travel_Rarely,234,Sales,Medical,Male,68,Sales Representative,2,Married,2269,18024,0,No,3
39,No,Travel_Rarely,116,Research & Development,Life Sciences,Male,52,Research Scientist,4,Single,4108,5340,7,No,18
38,No,Travel_Rarely,201,Research & Development,Medical,Female,99,Research Director,3,Married,13206,3376,3,No,20
32,No,Travel_Rarely,801,Sales,Marketing,Female,48,Sales Executive,4,Married,10422,24032,1,No,14
37,No,Travel_Rarely,161,Research & Development,Life Sciences,Female,42,Research Director,4,Married,13744,15471,1,Yes,16
25,No,Travel_Rarely,1382,Sales,Other,Female,85,Sales Executive,3,Divorced,4907,13684,0,Yes,6
52,No,Non-Travel,585,Sales,Life Sciences,Male,40,Sales Representative,4,Divorced,3482,19788,2,No,16
44,No,Travel_Rarely,1037,Research & Development,Medical,Male,42,Research Scientist,4,Single,2436,13422,6,Yes,6
21,No,Travel_Rarely,501,Sales,Medical,Male,58,Sales Representative,1,Single,2380,25479,1,Yes,2
39,No,Non-Travel,105,Research & Development,Life Sciences,Male,87,Manager,4,Single,19431,15302,2,No,21
23,Yes,Travel_Frequently,638,Sales,Marketing,Male,33,Sales Representative,1,Married,1790,26956,1,No,1
36,No,Travel_Rarely,557,Sales,Medical,Female,94,Sales Executive,4,Married,7644,12695,0,No,10
36,No,Travel_Frequently,688,Research & Development,Life Sciences,Female,97,Manufacturing Director,2,Divorced,5131,9192,7,No,18
56,No,Non-Travel,667,Research & Development,Life Sciences,Male,57,Healthcare Representative,3,Divorced,6306,26236,1,No,13
29,Yes,Travel_Rarely,1092,Research & Development,Medical,Male,36,Research Scientist,4,Married,4787,26124,9,Yes,4
42,No,Travel_Rarely,300,Research & Development,Life Sciences,Male,56,Manager,3,Married,18880,17312,5,No,24
56,Yes,Travel_Rarely,310,Research & Development,Technical Degree,Male,72,Laboratory Technician,3,Married,2339,3666,8,No,14
41,No,Travel_Rarely,582,Research & Development,Life Sciences,Female,60,Manufacturing Director,2,Married,13570,5640,0,No,21
34,No,Travel_Rarely,704,Sales,Marketing,Female,95,Sales Executive,3,Married,6712,8978,1,No,8
36,No,Non-Travel,301,Sales,Marketing,Male,88,Sales Executive,4,Divorced,5406,10436,1,No,15
41,No,Travel_Rarely,930,Sales,Life Sciences,Male,57,Sales Executive,2,Divorced,8938,12227,2,No,14
32,No,Travel_Rarely,529,Research & Development,Technical Degree,Male,78,Research Scientist,1,Single,2439,11288,1,No,4
35,No,Travel_Rarely,1146,Human Resources,Life Sciences,Female,31,Human Resources,4,Single,8837,16642,1,Yes,9
38,No,Travel_Rarely,345,Sales,Life Sciences,Female,100,Sales Executive,4,Married,5343,5982,1,No,10
50,Yes,Travel_Frequently,878,Sales,Life Sciences,Male,94,Sales Executive,3,Divorced,6728,14255,7,No,12
36,No,Travel_Rarely,1120,Sales,Marketing,Female,100,Sales Executive,4,Married,6652,14369,4,No,8
45,No,Travel_Rarely,374,Sales,Life Sciences,Female,50,Sales Executive,3,Single,4850,23333,8,No,8
40,No,Travel_Rarely,1322,Research & Development,Life Sciences,Male,52,Research Scientist,3,Single,2809,2725,2,No,8
35,No,Travel_Frequently,1199,Research & Development,Life Sciences,Male,80,Healthcare Representative,3,Married,5689,24594,1,Yes,10
40,No,Travel_Rarely,1194,Research & Development,Medical,Female,98,Research Scientist,3,Married,2001,12549,2,No,20
35,No,Travel_Rarely,287,Research & Development,Life Sciences,Female,62,Research Scientist,4,Married,2977,8952,1,No,4
29,No,Travel_Rarely,1378,Research & Development,Other,Male,46,Laboratory Technician,2,Married,4025,23679,4,Yes,10
29,No,Travel_Rarely,468,Research & Development,Medical,Female,73,Research Scientist,1,Single,3785,8489,1,No,5
50,Yes,Travel_Rarely,410,Sales,Marketing,Male,39,Sales Executive,1,Divorced,10854,16586,4,Yes,20
39,No,Travel_Rarely,722,Sales,Marketing,Female,60,Sales Executive,4,Married,12031,8828,0,No,21
